smiles,1syh score,4lde score,6y2f score,time (s)
N12NNN=C2C(=CC(=N1)N=[N+]=[N-])N,-9.3,-7.5,-6.0,6.374436855316162
Oc1c(C(=O)C/C(=N/O)/C(=O)NO)cccc1,-9.4,-8.8,-7.0,12.76118302345276
O=C(c1cc(O)ccc1)C/C(=N/O)/C(=O)NO,-9.9,-9.1,-6.9,12.718579053878784
Oc1c(C(=O)C/C(=N/O)/C(=O)NO)ccc(O)c1,-9.3,-9.3,-6.5,13.487046003341677
O=C(C/C(=N/O)/C(=O)NO)c1ccc(O)cc1,-9.8,-9.0,-6.7,13.345422983169556
n1c2c(nnc1CN=[N+]=[N-])ncnc2N,-8.9,-7.5,-5.6,6.913130760192871
o1c(CNc2c3n[nH]nc3ncc2)ccc1,-8.7,-7.7,-5.7,9.417415380477903
Fc1cc2c(C/C(=N\O)/C2=O)cc1,-9.0,-8.3,-5.2,5.567049503326416
S(c1nc(N2CCCCC2)c2n[nH]nc2n1)Cc1ccccc1,-2.0,-9.9,-6.8,20.82343006134033
N(Cc1ccccc1)c1ncnc2n[nH]nc12,-8.9,-9.0,-5.9,9.846242666244509
Clc1ccc(CSc2nc(nc3n[nH]nc23)N)cc1,-6.3,-10.0,-6.4,14.63210129737854
O=C(c1c([N+](=O)[O-])cccc1)/C=N\O,-8.7,-8.3,-5.0,8.25103497505188
Clc1cc(c2[n+]([O-])c3c(n(c(=O)n(c3=O)C)C)nn2)ccc1Cl,5.8,-9.9,-6.4,11.38397479057312
[O-][n+]1nc(nc2c1cccc2)NC(=O)C,-8.6,-8.2,-6.1,7.844744920730591
OC(=O)/C(=N\O)/Cc1nc2c(nc1)cccc2,-9.0,-8.5,-6.5,9.3708016872406
O(Cc1ccc(OC)cc1)c1nc(nc2n[nH]nc12)N,-7.9,-9.9,-6.1,15.26284670829773
O(C(=O)/C(=N/O)/Cc1ccc([N+](=O)[O-])cc1)CC,-8.8,-8.2,-5.5,13.948351860046388
Clc1c(NC(=S)/N=C(/NO)\CC(=O)N2CCCC2)cc(cc1)C(F)(F)F,-3.4,-10.0,-7.5,39.280651569366455
S(=O)(=O)(N)c1ccc(N2C(=O)C(/C(=N\O)/C2=O)C(=O)Nc2ccc(S(=O)(=O)N)cc2)cc1,20.3,-9.0,-7.9,50.52560424804688
S=c1[nH]c(c(CC)c(=O)[nH]1)C/C(=N/O)/C(=O)O,-8.6,-8.7,-5.7,12.353856086730955
[O-][n+]1nc(nc2c(cc(cc12)C)C)N,-8.8,-8.4,-5.4,5.84795880317688
O(Cc1ccccc1)c1nc(nc2n[nH]nc12)N,-8.1,-9.9,-6.2,11.75965976715088
n1ncc(c2c1cccc2)/C=C\c1ccccc1,-5.6,-9.9,-6.9,11.046350955963137
N(c1ccc(/C=C\2/c3c(N=C2)cccc3)cc1)(C)C,5.9,-10.0,-5.6,10.318862915039062
[O-][N+](=O)c1ccc(N/N=C/c2c3c(ccc2)cccc3)nc1,0.1,-10.0,-6.4,21.19476437568665
Clc1cc2nccc(N(NC(=O)/C(=C/c3ccc(O)cc3)/NC(=O)c3ccccc3)C)c2cc1,23.1,-6.8,-7.9,69.52081108093262
Clc1cc2nccc(NNC(=O)/C(=C/c3cc4OCOc4cc3)/NC(=O)c3ccccc3)c2cc1,26.8,-4.4,-8.2,71.93804216384888
O=c1n(c(nc2c1cccc2)N/N=C\c1c(OC)cc(OC)cc1OC)c1ccccc1,6.5,-6.4,-7.7,55.81012034416199
O([C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(=O)OC)C(=O)/C=C/c1cc(O)c(O)cc1,-0.9,-9.7,-7.5,33.56019473075867
S=c1[nH]c2nc([nH]c2c(=O)[nH]1)/C(=C/c1cc([N+](=O)[O-])ccc1)/NC(=O)c1ccccc1,14.8,-7.7,-8.4,41.54070258140564
N1/C(=C\c2ccccc2)/c2c(N=C1c1ccccc1)cccc2,-3.7,-6.4,-7.6,15.961232900619509
Fc1c(N2CCN(CC2)CN2c3c(C(=O)C2=O)cccc3)cc2n(C3CC3)cc(c(=O)c2c1)C(=O)O,26.3,-9.5,-7.8,66.14803266525269
S=C1N(C(=O)/C(=C\c2ccc(NC(=O)C)cc2)/N1)/C=C\1/C(=O)c2c(OC1=O)cccc2,29.4,-6.6,-7.8,37.02414321899414
O=C1c2c(C/C/1=C\c1c(cccc1)C(=O)O)cc(c(c2)C)C,0.8,-9.9,-6.6,14.766820669174194
O1C(NC(CC(=O)O)C1=O)/C(=C/c1c(O)cccc1)/NC(=O)c1ccccc1,3.2,-8.6,-7.8,45.78720498085022
OCCCNC(=O)c1cc(NC(=O)/C(=C/c2ccccc2)/NC(=O)c2ccccc2)ccc1,28.8,-9.1,-7.5,72.23431444168091
O=C(Nc1c(cccc1)C(=O)NN)/C(=C/c1c(O)cccc1)/NC(=O)c1ccccc1,13.0,-9.2,-8.1,49.964404582977295
OCCCNC(=O)c1c(NC(=O)/C(=C/c2c(O)cccc2)/NC(=O)c2ccccc2)cccc1,12.6,-5.9,-7.8,83.85533213615417
O=C(NC(C)C(=O)O)/C(=C/c1c(O)cccc1)/NC(=O)c1ccccc1,1.3,-9.1,-7.9,37.334885120391846
O=C(Nc1c(cccc1)C(=O)O)/C(=C/c1ccccc1)/NC(=O)c1ccccc1,10.5,-9.0,-7.6,44.22647428512573
O1C(NC(C1=O)C)/C(=C/c1c(O)cccc1)/NC(=O)c1ccccc1,-0.2,-7.7,-7.5,31.338850021362305
O=C(Nc1c(cccc1)C(=O)O)/C(=C/c1c(O)cccc1)/NC(=O)c1ccccc1,11.5,-9.3,-8.5,44.56993269920349
OC(=O)C(NC(=O)/C(=C/c1c(O)cccc1)/NC(=O)c1ccccc1)CC(=O)O,1.1,-8.2,-7.8,54.003127574920654
Clc1ccc(SC(c2ccc([N+](=O)[O-])cc2)/C=C/2\N=C(NN=C2C)N)cc1,1.3,-6.5,-7.5,36.59640622138977
O/N=C\1/CCCc2c1cccc2,-8.6,-8.4,-5.1,5.120167255401611
OC(=O)CC/C(=N/O)/c1ccccc1,-9.2,-7.8,-5.5,8.842194080352783
Clc1nc(S(=O)(=O)O)nc2[nH]c(=O)[nH]c12,-9.0,-7.8,-5.9,7.95058012008667
Clc1c(O/C(=C/C(=O)O)/C(=O)O)ccc(Cl)c1,-9.2,-7.6,-5.6,14.042271375656128
O(c1c(O)c(ccc1)/C=C/[N+](=O)[O-])C,-8.9,-6.8,-5.0,9.216400384902954
Oc1c2c(C(=O)c3c(C2=O)cc(O)c(c3C(=O)O)C(=O)O)c(O)c(c1CC)C(=O)C,17.5,-4.5,-7.5,25.475446462631226
O=c1[nH]c2nc(nc(N)c2nc1C)N,-8.9,-7.8,-5.5,6.012215852737427
O(C(=O)Cc1nc2c([nH]c1=O)nc(nc2N)N)CC,-9.7,-7.6,-5.8,12.671493530273438
OC(=O)/C(=C\c1ccc([N+](=O)[O-])cc1)/C,-8.8,-8.3,-5.4,8.41129207611084
o1c2c(c(cc1=O)C(=O)O)cc(O)c(O)c2,-10.0,-9.8,-5.8,7.534510374069214
O=C(c1cc([N+](=O)[O-])ccc1)/C=C/C(=O)O,-9.2,-8.7,-5.7,11.546500444412231
O=C(c1c(cc(cc1C)C)C)/C=C/c1ccccc1,-3.2,-10.0,-5.7,13.06316876411438
O=c1[nH]c(N)c2nc(c(nc2n1)c1ccccc1)c1ccccc1,2.4,-6.0,-7.5,17.84799098968506
Clc1c(ccc([N+](=O)[O-])c1)/C=C/[N+](=O)[O-],-8.7,-7.6,-5.1,8.792247533798218
O1C2(C(C3C(C4(C(CC3)CC(=O)/C(=C\O)/C4)C)CC2)CCC1=O)C,12.1,-6.4,-7.5,9.234871625900269
O=C(c1c2c([nH]c1)cccc2)/C=C/c1ccccc1,-5.7,-9.9,-6.1,13.368135213851929
O=C(c1c(cc(cc1C)C)C)/C=C/C(=O)c1ccccc1,-2.9,-10.0,-6.0,16.95603895187378
o1c2c(c(cc(O)c2)C)ccc1=O,-8.7,-9.3,-5.2,5.165895462036133
O=C(Nc1ccccc1)/C(=C/C(=O)Nc1ccccc1)/C,12.0,-10.0,-6.0,18.25747418403625
O=c1[nH]c(=O)[nH]c2nc(c(nc12)C)C,-9.1,-7.2,-5.2,5.395371913909912
o1c2c(c(cc1=O)C)ccc(O)c2O,-9.0,-9.5,-5.8,5.128829002380371
Clc1ccc(c2oc3c(c(=O)c2O)ccc(O)c3)cc1,-2.2,-10.0,-7.1,9.96887707710266
OC(=O)C(=C/C=C/c1c2c(ccc1)cccc2)C(=O)O,-6.3,-9.9,-6.8,14.278058052062988
N(=C\Cc1ccccc1)/N=C(/N)\C(=N\N=C/Cc1ccccc1)\N,-3.7,-9.9,-6.4,34.88587522506714
O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC3)C[C@@H](O)CC4)C)CC2)C/C/1=C\N1CCCCC1)C,57.1,-6.7,-7.5,16.496209859848022
Clc1cc(c(O)cc1)C(=O)/C=C/c1ccc(Cl)cc1,-2.3,-9.9,-6.5,13.222659587860107
Clc1ccc(/C=C/C(=O)c2c(OC(=O)C)cccc2)cc1,-1.1,-10.0,-5.9,18.69876503944397
Oc1cc(C(=O)/C=C/c2ccccc2)ccc1,-6.0,-9.9,-6.3,10.578444242477415
O=C(NCCc1ccccc1)/C=C/C(=O)NCCc1ccccc1,-0.7,-10.0,-5.8,31.18793082237244
O=C(NC(c1ccccc1)C)/C=C/C(=O)NC(c1ccccc1)C,20.1,-10.0,-6.2,28.17946481704712
Brc1cc(cc(Br)c1O)/C=C/[N+](=O)[O-],-8.7,-7.1,-4.9,8.19901990890503
o1c(/C=C(\CC(=O)O)/C(=O)O)ccc1,-8.8,-7.2,-5.5,9.091729402542114
OC12C3C(CC1(O)C(C(CC2OC(=O)/C=C(\C(C)C)/C)C(=O)C)C)C1(C(=CC(=O)CC1)CC3)C,17.6,0.8,-7.5,44.42754817008972
[nH]1c2c(nc1)c(nnc2NN)NN,-8.7,-7.3,-5.8,6.723603248596191
O1C(C/C(=N/O)/c2c1cccc2)c1ccccc1,-5.9,-9.9,-6.5,8.44260287284851
O=C(NC1(CCC(CC1)C(NC(=O)/C=C\C(=O)O)(C)C)C)/C=C\C(=O)O,2.2,-10.0,-6.8,35.115817070007324
N(=C\1/c2c(-c3c1cccc3)c(N)ccc2)\N,-9.2,-8.2,-5.9,6.660853385925293
N(=C(\c1ccc(N)cc1)/c1ccccc1)\N=C(N)N,-6.1,-9.9,-6.2,15.034554243087769
S(=O)(=O)(O/N=C\1/CC(Oc2c1cccc2)c1ccccc1)C,0.5,-10.0,-7.0,14.19154667854309
Clc1c(N/N=C(\c2ccccc2)/C=C/C(=O)O)cn[nH]c1=O,-5.7,-9.9,-6.4,21.51752185821533
N(=C(\c1cc2c(cc1)cccc2)/c1ccccc1)\N=C(N)N,-4.4,-10.0,-7.1,19.50851249694824
O1C(C/C(=N/O)/c2c1cccc2)c1ccc(OC)cc1,-0.0,-10.0,-6.5,10.62818956375122
O(c1cc2c([nH]cc2/C=C\[N+](=O)[O-])cc1)Cc1ccccc1,-6.2,-10.0,-6.3,19.19690465927124
S(=O)(=O)(N/C(=N\S(=O)(=O)c1ccc(N)cc1)/c1ccccc1)c1ccc(N)cc1,2.7,-9.0,-7.8,51.856141328811646
Clc1c(N/N=C(\c2ccccc2)/C=C/C(=O)O)cnnc1Cl,-5.2,-9.8,-6.4,21.34910225868225
O(c1c(c(O)cc(OC)c1O)C(=O)/C=C/c1ccc(OC)cc1)C,2.0,-9.9,-6.1,30.470535278320312
OC(=O)/C(=C\c1cc([N+](=O)[O-])ccc1)/CC,-9.1,-8.0,-5.5,10.893019437789915
O=C1/C(=C/c2c(N)cccc2)/Cc2c1cccc2,-4.4,-9.9,-6.2,9.910768508911133
O1C(C(O)C(NC(=O)[C@@H](NC(=O)OCc2ccccc2)C)C(O)C1OC)CO,-1.0,-10.0,-6.6,46.284576177597046
O=C(Nc1c([N+](=O)[O-])cccc1)/C=C\C(=O)O,-8.8,-8.0,-5.8,12.381569147109984
O1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)CC(=O)/C(=C\O)/C4)C)CC2)C/C(=C/O)/C1=O)C,20.6,-5.3,-8.3,10.2232928276062
[O-][N+](=O)c1c(cccc1)/C=C/C=C/C(=O)O,-8.6,-8.5,-5.3,12.403252124786375
O(c1c(/C=C\2/c3c(C=C2)cccc3)cccc1)C,-4.4,-9.9,-5.9,9.086097240447998
o1c(=O)c2CCC(Cc2c2c1cc(O)cc2)C,-7.4,-9.9,-6.5,6.586103200912476
O=c1[nH]c2nc(nc(N)c2nc1CC(=O)OC)N,-9.7,-7.6,-5.8,11.07907485961914
O=C(c1ccc(Cc2ccc(cc2)/C(=N/O)/C)cc1)C,4.0,-10.0,-6.2,19.96486473083496
[O-][N+](=O)/C=C/c1cc2c(cc1)cccc2,-9.4,-8.5,-5.4,7.1003968715667725
O=C1NNC(C1)c1c2nccnc2[nH]c1,-9.3,-7.6,-5.4,7.608828544616699
[Si](O)(O)(CCCCNC(=O)/C=C\C(=O)O)C,-8.6,-7.8,-5.7,14.631940126419067
O1/C(=C\c2ccccc2)/C(=C(OC)C1=O)c1ccccc1,-2.9,-9.9,-6.6,15.013139247894289
O=C(N/N=C\1/C2C3C(C(C2)C1)CC=C3)N,-8.6,-7.6,-5.7,7.765634059906006
o1c2c(c(O)cc(O)c2OC)c(=O)cc1C,-8.6,-8.8,-5.7,6.6583428382873535
O=C1NC(=O)NC(=O)C1=C/C=C\C,-8.6,-7.4,-5.1,6.0320539474487305
O=c1[nH]c(=O)[nH]c2nc3c(c4c5c(ccc4)cccc5)ccc([N+](=O)[O-])c3nc12,7.6,-6.9,-8.3,24.59100842475891
Clc1nc2[nH]c(=S)cc(c2c(n1)N)C(=O)N,-9.0,-8.2,-5.5,8.958024263381958
Brc1c(OC)cc(c(OC)c1)/C=C/[N+](=O)[O-],-8.7,-6.1,-5.1,11.665656805038452
O1/C(=C/c2cc(c(O)c(c2)C)C)/c2c(C1=O)cccc2,-2.8,-10.0,-6.4,10.992675304412842
O(c1c(c2cc3c(oc(=O)cc3)cc2O)c2oc(=O)ccc2cc1)c1cc2c(oc1=O)cc(O)cc2,26.4,-2.6,-8.8,54.04020714759827
O1/C(=C\2/N(CCc3c2cc2OCOc2c3)C)/c2c(c3OCOc3cc2)C1=O,20.7,-4.3,-7.8,9.408812046051024
O1c2c(OC1)cc(O)c(c2)/C=C/[N+](=O)[O-],-8.8,-7.7,-5.4,7.816785097122192
o1c(cc2c(c(O)c(OC)c(O)c2)c1=O)C,-9.4,-7.9,-6.0,7.52512264251709
Oc1c2c([nH]c3c(c2=O)cccc3)cc2c1[nH]c1c(c2=O)cccc1,21.5,-9.2,-8.1,8.967535734176636
O=C1c2[nH]c3c(c(=O)c2C(=O)c2[nH]c4c(c(=O)c12)cccc4C(=O)OCC)cccc3C(=O)OCC,35.7,-4.5,-8.0,39.715537309646606
Oc1c2c(cc([nH]c2=O)C)cc(O)c1,-9.0,-9.2,-5.7,5.838453531265259
O=C(N/N=C(/c1ccccc1)\C)N,-8.6,-7.8,-5.2,7.014530658721924
[O-][N+](=O)c1cc(ccc1)/C=N/NC(=O)N,-8.7,-8.2,-5.5,10.241260051727297
S(=O)(=O)(O)c1cc(/C(=N\Nc2ncccc2)/c2ncccc2)ccc1,-2.8,-8.0,-7.8,29.68103504180908
S=C(Nc1c(cc(cc1)C(=O)O)C)N/N=C(/c1ncccc1)\C,-4.4,-9.9,-6.1,25.709704399108887
S(=O)(=O)(NC(=O)OC1C2CCN(CC2)/C/1=C/c1c2c(ncc1)ccc(OC)c2)c1ccc(cc1)C,13.5,-6.9,-7.7,73.22367405891418
O1C2(C3C(C4OC(=O)C(=C)C4C(OC(=O)/C(=C/CO)/CO)C2)C(=CC3)C)C1,-2.5,-6.6,-7.5,26.796359062194824
OC(=O)/C(=C/c1ccc([N+](=O)[O-])cc1)/C,-8.6,-8.2,-5.5,8.066804885864258
O1C(=N/C(=C\c2c3c(ccc2)cccc3)/C1=O)c1cc(ccc1)C,2.8,-9.6,-7.5,17.89815092086792
O=C(N/N=C(\c1ccccc1)/C)N,-8.7,-7.4,-4.7,7.297818422317505
O=C(N/N=C(\C1=CCCCC1)/C)N,-8.7,-7.0,-4.8,7.110913991928101
Clc1ccc(/C=C/C(=O)c2c(O)cccc2)cc1,-1.8,-10.0,-6.2,13.89456844329834
O/N=C\c1c2c(ccc1)cccc2,-8.7,-8.9,-5.5,5.692152500152588
O=c1c2c([nH]cc1C(=O)O)nc(cc2)C,-9.2,-8.1,-5.4,7.667871713638306
o1c2c(c(cc1=O)C)cc(OC)c(O)c2,-8.6,-8.6,-5.5,6.58024001121521
O(c1cc(ccc1)/C=C/C(=O)O)C(=O)C,-9.0,-7.9,-5.5,9.773273468017578
O=C(C1/C(=N/N)/c2c(C1=O)cccc2)C(c1ccccc1)c1ccccc1,0.2,-8.7,-7.5,32.43601393699646
OC1(C(CC(=O)C=C1C)(C)C)/C=C/C(=C/C(=O)O)/C,-8.8,-9.3,-6.1,12.782160520553589
N(=C\1/c2c3c(C=C1)cccc3ccc2)/N,-9.4,-9.3,-5.4,6.136284589767456
FC(F)(F)c1c2c(oc(=O)c1)cc(O)cc2,-9.3,-9.4,-5.4,7.001984596252441
o1c2c(c(cc1=O)C)ccc(O)c2[N+](=O)[O-],-8.6,-8.5,-5.5,6.896823406219482
n1c2c(ccc1/C=C/c1cccnc1)cccc2,2.0,-9.9,-6.3,8.995210647583008
O=C1/C(=C/c2ccccc2)/Cc2c1c(O)ccc2,-4.6,-10.0,-6.4,9.03891372680664
O(c1ccc(/C=C/C(=N/O)/c2ccccc2)cc1)C,-2.1,-9.9,-6.3,14.201917886734009
O=C(c1ccccc1)/C=C/c1ccc([N+](=O)[O-])cc1,0.5,-9.8,-5.9,11.799594163894652
[O-][N+](=O)c1c(N/N=C\2/CCCC=C2)ccc([N+](=O)[O-])c1,-7.0,-10.0,-6.2,16.689619541168213
[O-][N+](=O)c1c(N/N=C\c2ccccc2)ccc([N+](=O)[O-])c1,-5.7,-9.9,-6.3,18.472825288772583
o1c(c2cc(OC)c(OC)cc2)cc(=O)c2c1cc(O)cc2,2.0,-9.8,-6.8,13.023799657821655
O1C(C=Cc2c3n(c4c(c(=O)c3c(O)cc12)cccc4O)C)(C)C,5.6,-7.1,-7.6,9.680391073226929
O=C1/C(=C\2/c3c(-c4nc(c(nc24)C#N)C#N)cccc3)/c2c(C1)cccc2,12.5,-3.1,-7.5,13.77946424484253
o1c(c2cc3OCOc3cc2)c(OC)c(=O)c2c1c(OC)c(OC)cc2O,3.4,-8.0,-7.5,21.56699514389038
o1c2c(c(=O)c(c1/C=C/c1cc(O)cc(O)c1)C)c(O)c(OC)c(OC)c2OC,25.0,-8.4,-7.7,27.31579828262329
Brc1c(CC/C(=N\NC(=O)N)/C)cccc1,-9.0,-8.1,-5.5,13.766413927078249
O(c1cc2/C(=C/c3ccc(N(C)C)cc3)/C=Cc2cc1OC)C,18.0,-9.9,-5.6,18.802820444107056
Oc1c(cc(cc1)/C=C/C(=O)O)C(=O)O,-9.7,-8.7,-5.7,8.850173234939575
OC(=O)/C=C/c1ccc(N=O)cc1,-8.7,-7.7,-5.3,7.335990190505981
ClCC(=O)/C=C\c1ccc(NCc2ccc(cc2)C(=O)O)cc1,-4.3,-9.9,-6.2,26.13482117652893
O(c1c(/C(=N\NC(=O)N)/C)cccc1)C,-9.4,-7.5,-4.9,9.334023237228394
[O-][N+](=O)c1cc2c(-c3c(/C/2=N\N)cccc3)cc1,-10.0,-9.7,-6.1,8.981216430664062
O/N=C\1/c2c(-c3c1cccc3)c(N)ccc2,-9.0,-8.9,-6.1,6.479211330413818
O/N=C/1\c2c(-c3c1cc(N)cc3)ccc([N+](=O)[O-])c2,-9.5,-9.8,-7.0,9.212449073791504
o1c(c2cc(O)c(OC)cc2)c(OC)c(=O)c2c1cc(O)cc2O,-1.0,-8.7,-7.6,16.41501808166504
S(=O)(=O)(NC(=O)Nc1ccccc1)c1ccc(N/C(=N\c2nc(cc(n2)C)C)/N)cc1,4.7,-9.8,-8.2,55.4010226726532
Fc1cc2c(-c3c(/C/2=N\O)cc([N+](=O)[O-])cc3)cc1,-9.6,-9.4,-7.0,8.87069034576416
Clc1cc2c(-c3c(/C/2=N\O)cccc3)cc1,-8.7,-9.3,-5.9,6.181203126907349
Clc1ccc(Cc2ccc(N/C(=C/C(=O)OC)/C)cc2)cc1,4.4,-9.9,-5.8,23.122929096221924
Fc1c(/C(=N\NC(=O)N)/C)cccc1,-9.3,-7.6,-4.9,7.835485219955444
Clc1c(/C(=N\NC(=O)N)/C)cccc1,-9.2,-7.6,-4.9,8.419137001037598
O=C(NC(NC(=O)N1C(=O)C=CC1=O)c1ccc(cc1)/C=C/C(=O)O)N1C(=O)C=CC1=O,23.6,0.8,-7.7,50.96577548980713
O/N=C(\c1cc2C(c3c(-c2cc1)cccc3)C)/C,-7.9,-9.8,-6.2,8.791454315185547
[O-][N+](=O)c1c(N/N=C(/CCc2ccccc2)\C)ccc([N+](=O)[O-])c1,-3.9,-9.9,-6.6,28.698373794555664
o1c2c(c(c(c1=O)C(=O)O)C(=O)C)ccc(O)c2,-9.5,-9.2,-5.9,9.91884708404541
O1C2(C3(C(C4C(C(O)C3)C3(C(=CC(=O)/C(=C\O)/C3)C(=C4)C)C)CC2C)C)C2(OC1)OCOC2,53.9,-0.0,-8.0,12.377608060836792
O=C(/C=C\c1c2c([nH]c1C)cccc2)c1ccccc1,-5.7,-9.9,-6.5,14.13597846031189
O=C1CCCCC=C(C1)C(=O)O,-8.9,-7.4,-4.9,5.758224964141846
OC(=O)C1CCCC(=CCC1)C(=O)O,-9.3,-8.1,-5.3,7.689043760299683
[O-][N+](=O)/C=C/c1c2c(ccc1)cccc2,-9.3,-8.1,-5.3,7.196838617324829
[O-][N+](=O)/C(=C/c1cc2c(cc1)cccc2)/C,-8.8,-8.9,-5.6,7.700593948364258
N(=C\1/c2c(-c3c1cccc3N)ccc(N)c2)\N,-9.0,-8.6,-6.3,7.197999000549316
O=C(Nc1cc2c(-c3c(/C/2=N\N)cccc3)cc1N)C,-3.6,-10.0,-6.6,11.03571605682373
BrC/C=C\1/C2CC3N(CCC43C3N(c5c4cc(O)c(O)c5)C(=O)CC=C23)C1,11.2,-5.7,-7.8,13.056147813796995
O1C2C3C4N(c5c(C64C4N(CC6)CC(=CC1)C3C4)cccc5)C(=O)/C/2=C\c1ccccc1,28.4,10.0,-8.0,20.94506287574768
O(c1cc(ccc1)/C=C/[N+](=O)[O-])C(=O)C,-8.8,-7.5,-5.1,9.475172758102415
O=C1N2C3C4(C5N(CC4)C/C(=C\C)/C(C3CC1)C5)c1c2cccc1,4.9,-5.8,-7.5,9.512665271759031
O=C1NC(=O)NC(=O)C1(/C(=C/C)/C)C,-8.6,-6.9,-5.0,6.624104022979736
O=C1NC(=O)NC(=O)C1(/C(=C/C(C)C)/C)C,-8.9,-7.4,-5.2,9.19726276397705
O(O)C1NC(=O)/C(=C/N(C)C=O)/C1,-8.7,-7.3,-5.2,7.125393629074097
Clc1c(ccc([N+](=O)[O-])c1)/C=C/C(=O)O,-9.0,-8.4,-5.5,8.738781929016113
[O-][N+](=O)/C=C/c1n(c2c(c1)cccc2)C,-9.2,-7.6,-5.2,7.5809221267700195
O=c1[nH]c2nc(NC(=O)OCC)cc(NC(c3ccccc3)c3ccccc3)c2nc1,3.9,-9.6,-7.8,52.203442335128784
Oc1c2c([nH]c(=O)cc2)c([N+](=O)[O-])cc1[N+](=O)[O-],-10.0,-7.8,-6.2,10.426042079925535
OC(=O)/C=C/c1n(c2c(c1)cccc2)C,-9.4,-7.9,-5.5,8.203359842300415
Clc1c2c3c(CCc3cc1)c(cc2)/C(=N\O)/C,-9.0,-9.1,-6.0,8.748518943786621
Brc1c2c3c(CCc3cc1)c(cc2)/C(=N\O)/C,-8.7,-8.8,-6.1,8.660460710525513
Brc1c2c3c(CCc3cc1)c(cc2)/C(=N\O)/c1ccccc1,-0.1,-9.9,-7.2,15.600202322006226
OC(=O)C1=NNC(=NN1)C(=O)O,-8.8,-6.7,-5.2,6.595817804336548
OC(=O)/C=C/c1c(cc(N)cc1)C,-8.8,-7.9,-5.1,6.998624563217163
O/N=C\1/c2c(-c3c1cccc3)ccc(NC(=O)C)c2,-5.7,-9.8,-6.4,10.291834592819214
O(c1c(ccc(N)c1)/C=C/C(=O)O)C,-8.7,-7.4,-5.2,8.863655090332031
O=C1Nc2c3c(c(ccc13)C(=O)O)c([N+](=O)[O-])cc2,-8.7,-9.2,-6.2,10.619307518005373
O=c1[nH]c(N)cc2ncc(nc12)CN(c1ccc(cc1)C(=O)O)C,-4.1,-9.9,-6.8,24.21334958076477
O=C(N/N=C/1\C(CC2(CC1)c1c(-c3c2cccc3)cccc1)C#N)N,1.9,-5.4,-7.6,15.448474168777466
[O-][N+](=O)/C=C/c1[nH]c2c(c1)cccc2,-9.1,-7.8,-5.4,7.414194107055664
o1c(=O)c2C(c3c(C(c2c2c1cc(O)cc2)(C)C)c(=O)oc1c3ccc(O)c1)(C)C,25.6,0.0,-8.2,11.723089933395386
Oc1cc(cc(O)c1O)/C=C/C(=O)O,-9.2,-8.3,-6.0,7.846012115478516
O(c1cc(cc(c1)C)C)C(=O)/C=C/C(=O)Oc1cc(cc(c1)C)C,-3.4,-10.0,-6.3,26.50584864616394
[O-][N+](=O)c1c(c(c([N+](=O)[O-])c(c1C)/C=C/C(=O)O)C)C,-9.3,-8.7,-5.8,16.483629941940308
N12c3c(CCC1)cccc3/C(=N\N=C/1\c3c4N(CCCc4ccc3)CC1)/CC2,17.5,-6.6,-7.5,20.64210700988769
O(c1cc2c3N(CCC2)CC/C(=N/N=C\2/c4c5N(CCCc5cc(OC)c4)CC2)/c3c1)C,28.1,-3.0,-7.8,33.06012320518494
O=C(/C=C/1\NCCNC1c1ccccc1)c1ccccc1,-2.8,-10.0,-7.0,16.570828437805176
Clc1c(c(O)c(Cl)cc1Cl)/C=C/[N+](=O)[O-],-8.8,-7.6,-5.4,8.974128484725952
[O-][N+](=O)/C=C/c1nc2c(cc1)cccc2,-9.3,-7.9,-5.4,7.768473148345947
Clc1nc2[nH]c(nc2nc1Cl)C(=O)O,-9.5,-7.0,-5.5,6.46070671081543
[nH]1c2c(c3c1nnc(c3)c1ccccc1)cccc2,-1.9,-10.0,-6.6,9.709980964660645
Clc1cc(c(O/C(=C/C(=O)O)/C(=O)O)cc1)C,-8.7,-8.0,-5.7,12.896704196929932
O1c2cc3CCn4c(-c3cc2OC1)cc1c(c4=O)c(O)c(OC)cc1,13.4,-9.6,-7.9,11.16320276260376
O=c1c2c([nH]cc1C(=O)O)cc(O)cc2,-10.0,-8.5,-5.8,7.160295724868774
O1c2c(OC1)ccc(N/C(=C\C(=O)OCC)/C)c2,-8.9,-7.6,-5.4,12.884870767593384
Oc1cc2[nH]c(=O)cc(c2cc1C(=O)O)C,-9.1,-8.8,-6.3,7.977308988571167
Fc1cc2c(n(c3c4c(OC(C=C4)(C)C)cc(O)c3c2=O)C)cc1,9.1,-8.7,-7.5,8.980652570724487
Fc1cc2n(c3c4c(OC(C=C4)(C)C)cc(O)c3c(=O)c2cc1)C,10.1,-8.9,-7.8,8.874672174453735
Fc1c2n(c3c4c(OC(C=C4)(C)C)cc(O)c3c(=O)c2ccc1)C,6.2,-7.2,-7.9,9.297003507614136
O1C2C(OC1(C)C)C(OC2n1c(=O)[nH]c(=O)cc1)/C=C\1/CC(=O)NC1=O,3.2,-6.1,-7.5,24.7062566280365
